,DATE,OUTFLOW,INFLOW,CATEGORY,ACCOUNT,MEMO,STATUS,UUID
,30/10/2023,"€54,21","€0,00",Gasoline,💰 Checking,Gasosa,✅,
,31/10/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,31/10/2023,"€9,50","€0,00",Dining Out,💳 Revolut,Jantar casa do André,✅,
,31/10/2023,"€8,50","€0,00",Fun Money,💰 Checking,Onça de tabaco LM,✅,
,01/11/2023,"€300,00","€0,00",House Rent,💰 Checking,Renda,✅,
,01/11/2023,"€2,30","€0,00",Fun Money,💰 Checking,Lanche,✅,
,01/11/2023,"€37,96","€0,00",Auto Maintenance,💰 Checking,Compras Pingo + Café,✅,
,02/11/2023,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,02/11/2023,"€119,97","€0,00",Clothing,💳 Revolut,Sapatilhas Corrida + Calças Tiffosi,✅,
,02/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,03/11/2023,"€1,70","€0,00",Fun Money,💰 Checking,Croissant c/ chocolate + café (Mercadona),✅,
,03/11/2023,"€0,00","€45,44",↕️ Account Transfer,💰 Checking,Últimas despesas Lousy Town,✅,
,03/11/2023,"€1,04","€0,00",↕️ Account Transfer,💰 Checking,Manutenção de conta,✅,
,04/11/2023,"€11,34","€0,00",Fun Money,💳 Revolut,Café c/ Neto & Co + Garrafa Coutada Velha + IQADA,✅,
,05/11/2023,"€2,20","€0,00",Fun Money,💰 Checking,Café c/ Mãe - Bronze,✅,
,06/11/2023,"€5,79","€0,00",Fun Money,💳 Revolut,IQADA + Talhas,✅,
,07/11/2023,"€1,50","€0,00",Gasoline,💰 Checking,Portagens,✅,
,08/11/2023,"€7,45","€0,00",Fun Money,💰 Checking,Húngaros CES + Rodada Magusto,✅,
,09/11/2023,"€7,90","€0,00",Dining Out,💳 Revolut,Jantar Pizza casa do andré,✅,
,09/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,09/11/2023,"€9,07","€0,00",Auto Maintenance,💰 Checking,Pasta dos dentes + natas + pão + sonasol,✅,
,10/11/2023,"€1,79","€0,00",G,💳 Revolut,Talhas,✅,
,11/11/2023,"€79,99","€0,00",Auto Maintenance,💰 Checking,Centro Dental Oral B,✅,
,11/11/2023,"€18,18","€0,00",Fun Money,💰 Checking,Prenda Gonçalo + Vinho Branco,✅,
,11/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,12/11/2023,,,,,,✅,
,13/11/2023,"€1,50","€0,00",Fun Money,💰 Checking,Magusto CES Nour,✅,
,13/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,13/11/2023,"€16,09","€0,00",Gasoline,💰 Checking,Gasosa,✅,
,14/11/2023,,,,,,✅,
,15/11/2023,"€11,50","€0,00",Cell Phone Bill,💰 Checking,Carregamento Móvel,✅,
,15/11/2023,"€4,20","€0,00",Gasoline,💰 Checking,Portagens,✅,
,15/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,16/11/2023,,,,,,,
,17/11/2023,"€13,60","€0,00",Auto Maintenance,💰 Checking,Passe metro,✅,
,17/11/2023,"€21,34","€0,00",Fun Money,💰 Checking,Noite Porto pós askME,✅,
,17/11/2023,"€30,17","€0,00",Dining Out,💰 Checking,Jantar Han Table,,
,18/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,19/11/2023,"€5,35","€0,00",Auto Maintenance,💰 Checking,Café/Fiambre,✅,
,20/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,20/11/2023,"€15,05","€0,00",Gasoline,💰 Checking,"Gasosa 1,60",✅,
,21/11/2023,,,,,,✅,
,22/11/2023,"€2,50","€0,00",Fun Money,💰 Checking,Lanche de pizza Ritual,✅,
,22/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,22/11/2023,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,23/11/2023,"€21,77","€0,00",Dining Out,💰 Checking,Jantar Foreva Famalicão,✅,
,23/11/2023,"€9,00","€0,00",Fun Money,💰 Checking,Bowling Famalicão,✅,
,24/11/2023,"€32,00","€0,00",G,💰 Checking,G e Melos,✅,
,25/11/2023,"€19,20","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,25/11/2023,"€9,65","€0,00",Fun Money,💳 Revolut,7g Roaster + Pizza + Cinema,✅,
,25/11/2023,"€10,00","€0,00",Dining Out,💳 Revolut,Pizza Casa do André,✅,
,26/11/2023,"€3,35","€0,00",Auto Maintenance,💰 Checking,Corda Guitarra,✅,
,26/11/2023,"€20,06","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,26/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,28/11/2023,"€0,00","€2 945,23",↕️ Account Transfer,💰 Checking,Vencimento + Subs Natal,✅,
,28/11/2023,"€2 290,00","€0,00",↕️ Account Transfer,💰 Checking,BCP -> Revolut,✅,
,28/11/2023,"€0,00","€2 290,00",↕️ Account Transfer,💳 Revolut,BCP -> Revolut,✅,
,28/11/2023,"€300,00","€0,00",House Rent,💰 Checking,Renda,✅,
,29/11/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,29/11/2023,"€0,00","€10,27",Auto Maintenance,💰 Checking,Compras Minipreço,✅,
,30/11/2023,"€8,23","€0,00",Dining Out,💰 Checking,Almoço Ábaco,✅,
,01/12/2023,"€6,40","€0,00",Gasoline,💰 Checking,Portagens,✅,
,01/12/2023,"€30,38","€0,00",Dining Out,💰 Checking,"Almoço Maia c/ Catarina, Tiago, Carlos + Jantar Pardinas",✅,
,01/12/2023,"€10,00","€8,00",Fun Money,💰 Checking,Esgueira x Benfica + Café Curado/André + Reembolso André G,✅,
,01/12/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,01/12/2023,"€7,41","€0,00",Auto Maintenance,💳 Revolut,ChatGPT,✅,
,02/12/2023,"€25,60","€0,00",Dining Out,💰 Checking,Jantar Espeto do Sul,✅,
,03/12/2023,"€25,00","€0,00",G,💰 Checking,G,✅,
,03/12/2023,"€5,82","€0,00",G,💳 Revolut,Iqada Velha + Talhas,✅,
,04/12/2023,"€25,01","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,04/12/2023,"€1,70","€0,00",Auto Maintenance,💰 Checking,Fiambre,✅,
,05/12/2023,"€4,00","€0,00",Fun Money,💳 Revolut,iqada velha,✅,
,06/12/2023,"€1,04","€0,00",Auto Maintenance,💰 Checking,Manutenção de Conta,✅,
,07/12/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,07/12/2023,"€6,75","€0,00",Dining Out,💰 Checking,Pizza Casa do André,✅,
,07/12/2023,"€3,65","€0,00",Fun Money,💰 Checking,Cinema,✅,
,07/12/2023,"€4,90","€0,00",Fun Money,💳 Revolut,Pipocas Cinema,✅,
,07/12/2023,"€4,50","€0,00",Gasoline,💰 Checking,Portagens,✅,
,08/12/2023,"€7,90","€0,00",Auto Maintenance,💰 Checking,Guarda Chuva + Fiambre,✅,
,08/12/2023,"€13,90","€0,00",Dining Out,💰 Checking,Jantar c/ Mãe Outlet,✅,
,08/12/2023,"€1,00","€0,00",Fun Money,💰 Checking,Café Mãe,✅,
,09/12/2023,"€69,95","€0,00",Auto Maintenance,💰 Checking,Perfume,✅,
,09/12/2023,"€5,80","€0,00",Fun Money,💳 Revolut,IQADA Velha + Café c/ Prod,✅,
,10/12/2023,"€1,08","€0,00",Fun Money,💰 Checking,Pão Mercadona,✅,
,11/12/2023,"€9,70","€0,00",Fun Money,💳 Revolut,Finaça c/ Teles & Curado + IQADA Velha + Café Bomba,✅,
,11/12/2023,"€20,02","€0,00",Gasoline,💰 Checking,"Gasóleo 1,568",✅,
,12/12/2023,"€1,00","€0,00",Fun Money,💰 Checking,Rifa D. Vera,✅,
,12/12/2023,"€3,83","€0,00",Auto Maintenance,💰 Checking,Compras Minipreço,✅,
,12/12/2023,"€11,00","€0,00",Cell Phone Bill,💰 Checking,Carregamento Telemóvel,✅,
,13/12/2023,"€10,00","€0,00",Auto Maintenance,💰 Checking,Barbeiro,✅,
,13/12/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,13/12/2023,"€6,50","€0,00",Fun Money,💳 Revolut,Padel + Fino,✅,
,14/12/2023,"€8,64","€0,00",Dining Out,💰 Checking,Almoço Equipa,✅,
,14/12/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,14/12/2023,"€7,19","€0,00",Fun Money,💳 Revolut,Uber jantar CES,✅,
,14/12/2023,"€21,54","€0,00",↕️ Account Transfer,💳 Revolut,Revolut -> Checking,✅,
,14/12/2023,"€0,00","€21,54",↕️ Account Transfer,💰 Checking,Revolut -> Checking,✅,
,15/12/2023,"€17,10","€0,00",Dining Out,💰 Checking,Culpa é da Vontade c/ Mãe,✅,
,16/12/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,16/12/2023,"€8,90","€0,00",Auto Maintenance,💰 Checking,Tape,✅,
,17/12/2023,"€1,78","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,17/12/2023,"€5,50","€0,00",Auto Maintenance,💳 Revolut,Lavagem Carro,✅,
,17/12/2023,"€15,00","€0,00",G,💳 Revolut,G,✅,
,18/12/2023,"€0,30","€0,00",Fun Money,💰 Checking,Brincadeira das cartas Jantar CES,✅,
,18/12/2023,"€15,58","€0,00",Auto Maintenance,💳 Revolut,Medicação,✅,
,19/12/2023,"€46,48","€0,00",Auto Maintenance,💳 Revolut,Consulta + medicação,✅,
,20/12/2023,"€30,21","€0,00",Auto Maintenance,💰 Checking,Inscrição Meia Maratona,✅,
,21/12/2023,"€73,22","€0,00",Fun Money,💰 Checking,Prenda Rita + Mãe,✅,
,22/12/2023,"€18,18","€0,00",Dining Out,💰 Checking,Jantar 2 Duques,✅,
,22/12/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,23/12/2023,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,23/12/2023,"€7,34","€0,00",Auto Maintenance,💳 Revolut,ChatGPT,✅,
,24/12/2023,"€0,00","€250,00",Fun Money,💰 Checking,Prendas de Natal,✅,
,24/12/2023,"€4,70","€0,00",Fun Money,💳 Revolut,IQADA Velha + Café,✅,
,25/12/2023,,,,,,,
,26/12/2023,"€2,91","€0,00",Auto Maintenance,💰 Checking,Fiambre + Pão + Águas c/ gás,✅,
,26/12/2023,"€25,01","€0,00",Gasoline,💰 Checking,Gasosa,✅,
,26/12/2023,"€31,99","€0,00",Fun Money,💰 Checking,FIfa 24,✅,
,27/12/2023,"€0,00","€1 564,57",↕️ Account Transfer,💰 Checking,Vencimento,✅,
,27/12/2023,"€800,00","€0,00",↕️ Account Transfer,💰 Checking,BCP -> Revolut,✅,
,27/12/2023,"€0,00","€800,00",↕️ Account Transfer,💳 Revolut,BCP -> Revolut,✅,
,27/12/2023,"€300,00","€0,00",House Rent,💰 Checking,Renda Janeiro,✅,
,27/12/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,27/12/2023,"€16,88","€0,00",Auto Maintenance,💰 Checking,Compras minipreço,✅,
,28/12/2023,"€7,94","€0,00",Dining Out,💰 Checking,"Almoço Ábaco c/ Cléder, Titis e Gonci",✅,
,28/12/2023,"€500,00","€0,00",Fun Money,💳 Revolut,iPhone 14 256gb,✅,
,28/12/2023,"€22,50","€0,00",Dining Out,💰 Checking,Sushi c/ André,✅,
,29/12/2023,"€2 500,00","€0,00",Available to budget,💳 Revolut,Certificados de Aforro,✅,
,29/12/2023,"€6,22","€0,00",Fun Money,💳 Revolut,Iqada Velha + Café + Talhas,✅,
,29/12/2023,"€5,00","€0,00",Fun Money,💰 Checking,Capa do móvel + isqueiro Reis,✅,
,30/12/2023,"€44,26","€0,00",Fun Money,💰 Checking,Despesas PDA,✅,
,31/12/2023,"€0,00","€10,00",G,💰 Checking,Reembolso G Leite,✅,
,01/01/2024,"€28,16","€0,00",Fun Money,💳 Revolut,IQADA Velha + PDA + Mc After PDA,✅,
,02/01/2024,"€35,15","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,03/01/2024,"€0,00","€50,00",↕️ Account Transfer,💰 Checking,Transf Tio Mário,✅,
,03/01/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,03/01/2024,"€23,00","€0,00",Auto Maintenance,💰 Checking,Café Nespresso,✅,
,04/01/2024,"€4,00","€0,00",Fun Money,💰 Checking,IQADA Velha,✅,
,04/01/2024,"€5,00","€0,00",Fun Money,💳 Revolut,Padel,✅,
,05/01/2024,"€1,04","€0,00",Auto Maintenance,💰 Checking,Imposto de Selo,✅,
,05/01/2024,"€1,50","€0,00",Gasoline,💰 Checking,Portagens,✅,
,05/01/2024,"€5,00","€0,00",G,💰 Checking,G,✅,
,05/01/2024,"€21,48","€0,00",Fun Money,💰 Checking,Prof Lisa,✅,
,06/01/2024,"€3,60","€0,00",Fun Money,💰 Checking,Cafézada c/ Curado,✅,
,06/01/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,06/01/2024,"€20,00","€0,00",Dining Out,💰 Checking,Jantar San Marco c/ Rita,✅,
,06/01/2024,"€26,02","€0,00",Auto Maintenance,💰 Checking,Compras Porto,✅,
,06/01/2024,"€14,32","€0,00",Auto Maintenance,💰 Checking,Cabo aux + jack + Champô + águas c/ gás,✅,
,07/01/2024,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,08/01/2024,"€1,50","€0,00",Gasoline,💰 Checking,Portagens,✅,
,08/01/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,08/01/2024,"€23,98","€0,00",Fun Money,💰 Checking,Ida/Volta Lisa Prof,✅,
,09/01/2024,"€11,00","€0,00",Cell Phone Bill,💰 Checking,Carregamento Móvel,✅,
,10/01/2024,"€4,00","€130,00",Fun Money,💳 Revolut,IQADA Velha + Venda iPhone Xr,✅,
,11/01/2024,"€9,15","€0,00",Dining Out,💰 Checking,Almoço Ábaco,✅,
,11/01/2024,"€5,00","€0,00",Fun Money,💳 Revolut,Padel,✅,
,12/01/2024,"€3,06","€0,00",Auto Maintenance,💰 Checking,Pão + Fiambre Minipreço,✅,
,12/01/2024,"€9,00","€0,00",Fun Money,💳 Revolut,IQADA Velha + Finaças,✅,
,12/01/2024,"€7,50","€0,00",Fun Money,💰 Checking,Finaças S. Gonçalinho,✅,
,13/01/2024,"€3,00","€0,00",Auto Maintenance,💰 Checking,Piscina Sporting,✅,
,13/01/2024,"€34,70","€0,00",Dining Out,💰 Checking,Jantar c/ André - Costa Nova,✅,
,13/01/2024,"€0,60","€0,00",Fun Money,💰 Checking,Bolachas Piscina,✅,
,13/01/2024,"€1,40","€0,00",Fun Money,💰 Checking,IQADA Velha,✅,
,13/01/2024,"€2,60","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,13/01/2024,"€5,00","€0,00",G,💰 Checking,G,✅,
,14/01/2024,"€10,47","€0,00",G,💳 Revolut,Talhas + Tabaquex,✅,
,14/01/2024,"€35,20","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,15/01/2024,"€22,20","€0,00",Clothing,💳 Revolut,Malha Sacoor,✅,
,16/01/2024,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,16/01/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,17/01/2024,"€9,72","€0,00",Auto Maintenance,💰 Checking,Compras Conmtinente,✅,
,18/01/2024,"€4,00","€0,00",Fun Money,💰 Checking,IQADA Velha,✅,
,19/01/2024,"€15,20","€0,00",Dining Out,💰 Checking,Almoço Taberna Londrina,✅,
,20/01/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,20/01/2024,"€1,50","€0,00",Fun Money,💰 Checking,Fino Mercado Negro c/ Carolina Santos,✅,
,21/01/2024,"€10,00","€0,00",Fun Money,💳 Revolut,Cocktail Terraço,✅,
,22/01/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,23/01/2024,"€5,01","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,23/01/2024,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,24/01/2024,"€7,44","€0,00",ChatGPT,💳 Revolut,GPT,✅,
,24/01/2024,"€15,50","€0,00",Spotify,💳 Revolut,Spoti,✅,
,24/01/2024,"€40,00","€0,00",Auto Maintenance,💳 Revolut,Consulta Dentista,✅,
,25/01/2024,"€11,50","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,25/01/2024,"€2,60","€0,00",Fun Money,💰 Checking,Lanche de Pizza,✅,
,26/01/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,26/01/2024,"€128,00","€0,00",Crypto,💳 Revolut,Short BTC 40k,✅,
,27/01/2024,"€23,00","€0,00",Fun Money,💰 Checking,Ovarense + Fino + Oliveirense x Esgueira,✅,
,28/01/2024,"€14,95","€0,00",Auto Maintenance,💳 Revolut,Farmácia Moura,✅,
,28/01/2024,"€55,61","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,29/01/2024,"€0,00","€1 682,60",↕️ Account Transfer,💰 Checking,Vencimento,✅,
,29/01/2024,"€886,00","€0,00",↕️ Account Transfer,💰 Checking,BCP -> Revolut,✅,
,29/01/2024,"€0,00","€886,00",↕️ Account Transfer,💳 Revolut,BCP -> Revolut,✅,
,29/01/2024,"€320,00","€0,00",House Rent,💰 Checking,Renda,✅,
,29/01/2024,"€4,00","€0,00",Fun Money,💰 Checking,IQADA Velha,✅,
,29/01/2024,"€8,91","€0,00",Cell Phone Bill,💰 Checking,Carregamento Móvel,✅,
,29/01/2024,"€0,85","€0,00",Auto Maintenance,💰 Checking,Pão Minipreço,✅,
,30/01/2024,"€2,00","€0,00",Fun Money,💰 Checking,Carnaval de Ovar,✅,
,31/01/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,31/01/2024,"€72,30","€0,00",Fun Money,💳 Revolut,"Evil Alive Junho c/ André, Dudu, Cupido",✅,
,01/02/2024,"€1,10","€0,00",Fun Money,💰 Checking,Croissant Ritual,✅,
,02/02/2024,"€4,50","€0,00",Gasoline,💰 Checking,Portagens,✅,
,02/02/2024,"€5,25","€0,00",Fun Money,💳 Revolut,IQADA Velha + Talhas,✅,
,03/02/2024,"€8,40","€0,00",Fun Money,💳 Revolut,Iqada velha + Café c/ Mãe,✅,
,03/02/2024,"€17,00","€0,00",Fun Money,💰 Checking,Pão de Deus + Jantar Curadex,✅,
,03/02/2024,"€1,82","€0,00",↕️ Account Transfer,💳 Revolut,Talhas Curadex,✅,
,03/02/2024,"€0,00","€1,82",↕️ Account Transfer,💰 Checking,Talhas Curadex,✅,
,04/02/2024,"€5,50","€0,00",Auto Maintenance,💰 Checking,Lavagem do carro,✅,
,04/02/2024,"€1,95","€0,00",Auto Maintenance,💰 Checking,Compras Mercadona,✅,
,05/02/2024,"€1,04","€0,00",Auto Maintenance,💰 Checking,Custo manutenção conta,✅,
,06/02/2024,"€3,60","€0,00",Gasoline,💰 Checking,Portagens,✅,
,06/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,06/02/2024,"€2,99","€0,00",Fun Money,💰 Checking,Flixbus Aveiro -> Porto,✅,
,08/02/2024,"€4,00","€0,00",Fun Money,💰 Checking,IQADA Velha,✅,
,08/02/2024,"€14,80","€0,00",Dining Out,💰 Checking,Almoço Tasquinha do Caco,✅,
,08/02/2024,"€14,00","€0,00",Auto Maintenance,💰 Checking,Passe Metro,✅,
,09/02/2024,"€1,50","€0,00",Gasoline,💰 Checking,Portagens,✅,
,10/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,10/02/2024,"€4,47","€0,00",Auto Maintenance,💰 Checking,Águas c gás + café,✅,
,10/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,10/02/2024,"€5,00","€0,00",Auto Maintenance,💰 Checking,Bainhas,✅,
,11/02/2024,"€19,67","€0,00",Fun Money,💰 Checking,Vinhos Continente,✅,
,12/02/2024,"€12,10","€0,00",Dining Out,💳 Revolut,Jantar Ramona,✅,
,12/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,12/02/2024,"€15,87","€0,00",Fun Money,💰 Checking,Carnaval de Ovar + Comboio que não usei,✅,
,13/02/2024,"€2,00","€0,00",Auto Maintenance,💰 Checking,Fiambre + Água c gás,✅,
,14/02/2024,"€0,00","€0,00",,,,✅,
,15/02/2024,"€1,49","€0,00",Auto Maintenance,💰 Checking,Pão + Bolachas,✅,
,15/02/2024,"€10,00","€0,00",Auto Maintenance,💰 Checking,Barbeiro,✅,
,15/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,15/02/2024,"€1,95","€0,00",Gasoline,💰 Checking,Portagens,✅,
,16/02/2024,"€30,00","€0,00",G,💰 Checking,G Lisa,✅,
,16/02/2024,"€2,90","€0,00",Fun Money,💰 Checking,Comboio Oriente -> Benfica,✅,
,16/02/2024,"€16,43","€0,00",Fun Money,💰 Checking,Jantar 6ª,✅,
,17/02/2024,"€4,10","€0,00",Dining Out,💰 Checking,Peq Almoço Lisa,✅,
,17/02/2024,"€26,00","€0,00",Dining Out,💰 Checking,Fino Terreiro do Paço + Kebab mt barato + Jantar Alcântara,✅,
,17/02/2024,"€3,67","€0,00",Fun Money,💰 Checking,Finos Noite,✅,
,17/02/2024,"€6,10","€0,00",Fun Money,💰 Checking,Autocarro + IQADA Velha,✅,
,17/02/2024,"€3,60","€0,00",Fun Money,💳 Revolut,Metro Lisa,✅,
,18/02/2024,"€1,45","€0,00",Dining Out,💰 Checking,Pequeno Almoço Lisa + Domino's,✅,
,18/02/2024,"€6,83","€0,00",Fun Money,💰 Checking,Benfica + Finos,✅,
,18/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,19/02/2024,,,,,,,
,20/02/2024,"€5,90","€0,00",Auto Maintenance,💰 Checking,Arroz + Bolachas,✅,
,21/02/2024,"€13,20","€0,00",Fun Money,💳 Revolut,StephStrings,✅,
,21/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,22/02/2024,"€16,21","€0,00",Dining Out,💰 Checking,Ramen R6KU,✅,
,23/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,23/02/2024,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,23/02/2024,"€0,69","€0,00",Auto Maintenance,💰 Checking,Pão,✅,
,23/02/2024,"€46,23","€0,00",Fun Money,💳 Revolut,Real World,✅,
,23/02/2024,"€7,50","€0,00",Fun Money,💰 Checking,Padel YourPadel,✅,
,23/02/2024,"€13,50","€0,00",Fun Money,💰 Checking,Noite Anos André,✅,
,23/02/2024,"€5,64","€0,00",Fun Money,💳 Revolut,Uber Casa,✅,
,24/02/2024,"€7,40","€0,00",Fun Money,💳 Revolut,Onça + Talhas,✅,
,24/02/2024,"€7,02","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,25/02/2024,"€11,80","€0,00",Cell Phone Bill,💰 Checking,Carregamento Móvel,✅,
,26/02/2024,"€49,12","€0,00",Gasoline,💰 Checking,Gasóelo,✅,
,26/02/2024,"€4,21","€0,00",Auto Maintenance,💰 Checking,Pão + Fiambre + Águas c/ gás,✅,
,26/02/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,27/02/2024,"€40,45","€0,00",Auto Maintenance,💰 Checking,Melatonina + Pensos,✅,
,27/02/2024,"€0,00","€1 724,00",↕️ Account Transfer,💰 Checking,Vencimento,✅,
,27/02/2024,"€320,00","€0,00",House Rent,💰 Checking,Renda,✅,
,27/02/2024,"€1 000,00","€0,00",↕️ Account Transfer,💰 Checking,BCP -> Revo,✅,
,27/02/2024,"€0,00","€1 000,00",↕️ Account Transfer,💳 Revolut,BCP -> Revo,✅,
,27/02/2024,"€2,70","€0,00",Auto Maintenance,💰 Checking,Gel de banho + bolachas,✅,
,28/02/2024,"€1,38","€0,00",Auto Maintenance,💰 Checking,Pão Minipreço,✅,
,29/02/2024,"€1 975,00","€0,00",Crypto,💳 Revolut,"Matic 0,9635€",✅,
,29/02/2024,"€9,30","€0,00",Fun Money,💳 Revolut,IQADA Velha + finada + 1/2 tosta mista,✅,
,01/03/2024,"€158,29","€0,00",Car Property Tax,💳 Revolut,IUC,✅,
,01/03/2024,"€33,00","€0,00",Fun Money,💰 Checking,Prenda Prod + Padel,✅,
,01/03/2024,"€1,05","€0,00",Fun Money,💰 Checking,Barra Milka,✅,
,02/03/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,03/03/2024,"€37,75","€0,00",Fun Money,💰 Checking,Prenda do André + Lanche c/ Curado,✅,
,03/03/2024,"€7,47","€0,00",ChatGPT,💳 Revolut,ChatGPT,✅,
,04/03/2024,"€0,00","€114,00",Crypto,💳 Revolut,"Brincadeiras com futuros -> Step Back -> ""Short BTC at 40k""",✅,
,04/03/2024,"€60,00","€0,00",Auto Maintenance,💳 Revolut,Consulta Ferraz,✅,
,04/03/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,05/03/2024,"€2 314,00","€0,00",Crypto,💳 Revolut,Transferência p Binance,✅,
,06/03/2024,"€1,04","€0,00",Auto Maintenance,💰 Checking,Imposto de selo Cartão,✅,
,06/03/2024,"€5,00","€0,00",Fun Money,💰 Checking,Poor Things,✅,
,07/03/2024,"€0,90","€0,00",Gasoline,💰 Checking,Portagens,✅,
,07/03/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,07/03/2024,"€11,70","€0,00",Dining Out,💰 Checking,Almoço Tasquinha do Caco,✅,
,07/03/2024,"€2,80","€0,00",Fun Money,💰 Checking,Finos Ritual,✅,
,08/03/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,08/03/2024,"€1,26","€0,00",Auto Maintenance,💰 Checking,Pão,✅,
,09/03/2024,"€27,20","€0,00",Fun Money,💳 Revolut,IQADA Velha + Café + IMAX Dune 2 + Pipocas + Brownies,✅,
,09/03/2024,"€8,60","€0,00",Fun Money,💰 Checking,Viagem Porto + G + Peq Almoço,✅,
,09/03/2024,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,10/03/2024,,,,,,✅,
,11/03/2024,"€49,43","€0,00",Gasoline,💰 Checking,"Gasosa 1,549",✅,
,12/03/2024,,,,,,,
,13/03/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,13/03/2024,"€21,36","€0,00",Auto Maintenance,💰 Checking,Andante + Leite + Fiambre + Bolachas,✅,
,14/03/2024,"€16,40","€0,00",Dining Out,💰 Checking,Taberna Londrina - Despedida Pedro,✅,
,15/03/2024,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,15/03/2024,"€5,00","€0,00",Fun Money,💳 Revolut,Brownies,✅,
,15/03/2024,"€1,05","€0,00",Auto Maintenance,💰 Checking,Pão,✅,
,15/03/2024,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,16/03/2024,"€22,98","€0,00",Auto Maintenance,💰 Checking,Grade + Águas c/ gás,✅,
